year,rank,song,artist,gender,lyrics,femflag,mascflag,loveflag,genderref,femphases,mascphases,lovephases
2018,83,Lemon,N*E*R*D & Rihanna,mixed, the truth will set you free but first itll piss you off hate bad bitches wanna be my bae hate hunt me down like the cia hate side of my car tryna see my face hate want me to beat it like the ti case oh hate and if its heated ima feed my face hate and best believe its gon be outrageous hate hatin niggas cant believe my race hate niggas hit you with the eli face oh bouncin around bouncin around bouncin bouncin around bouncin around bouncin scrunchin their eyes with your name in their mouth and bouncin around bouncin around bouncin hate you keep askin me where im from hate about the borders and did i run hate keep askin how i feel bout guns hate theres a light and dark army which side you choose oh hate if not now then when hate and if not me then who hate dont drink the koolaid my friends hate i tried to tell yall about this dude bouncin around bouncin around bouncin bouncin around bouncin around bouncin hate supplements are found right in their couches bouncin around bouncin around bouncin wait wait a minute shout out to them people people wait wait a minute ppppeople people wait wait a minute mad ethnic right now i get it how i live it i live it how i get it count the mothafuckin digits i pull up with a lemon not cause she aint livin its just your eyes get acidic and this here aint a scrimmage mothafucka we aint finished i told you we wont stop a nigga bouta business like yours but you rent it wave hello to the top nigga the veyron glide tell the paparazzi get the lens right got the window down top blowin la got the hazards on only doin five you can catch me rih in the new la ferrar and the truck behind me got arms yeah longer than lebron just waitin for my thumb like the fonz woo this beat tastes like lunch but its runnin from veneers and its runnin from the fronts but everyday hey wasnt lemonade i was afraid once a nigga graduate would i be okay so i prayed and i played its rihanna nigga my constellation in space warp speed doctor spock couldnt chase nigga nigga bath salt bitin speakers in the face bath salt bitin speakers in the face bath bath salt bitin speakers in the face bath bath salt bitin speakers in the face bath bath salt bitin speakers in the face bath bath salt bitin speakers in the face bath bath salt bitin speakers in the face bath bath salt bitin speakers in the face bath bath salt bitin speakers in the face i get it how i live it i live it how i get it count the mothafuckin digits i pull up with a lemon not cause she aint livin its just your eyes get acidic and this here aint a scrimmage mothafucka we aint finished i told you we wont stop a nigga bouta business like yours but you rent it wave hello to the top nigga the veyron glide tell the paparazzi get the lens right got the window down top blowin la got the hazards on only doin five you can catch me bouncin around bouncin around bouncin you can catch me wait wait a minute wait wait a minute wait wait a minute wait wait a minute wait wait a minute wait wait a minute wait wait a minute wait wait a minute ,1,1,0,Masc & fem reference,up with a lemon not cause she aint livin its just your eyes,tried to tell yall about this dude bouncin around bouncin around bouncin bouncin,
2018,60,Wolves,Selena Gomez X Marshmello,mixed, in your eyes theres a heavy blue one to love and one to lose sweet divine a heavy truth water or wine dont make me choose i wanna feel the way that we did that summer night night drunk on a feeling alone with the stars in the sky ive been running through the jungle ive been running with the wolves to get to you to get to you ive been down the darkest alleys saw the dark side of the moon to get to you to get to you ive looked for love in every stranger took too much to ease the anger all for you yeah all for you ive been running through the jungle ive been crying with the wolves to get to you to get to you to get to you to get to you to get to you your fingertips trace my skin to places i have never been blindly i am following break down these walls and come on in i wanna feel the way that we did that summer night night drunk on a feeling alone with the stars in the sky ive been running through the jungle ive been running with the wolves to get to you to get to you ive been down the darkest alleys saw the dark side of the moon to get to you to get to you ive looked for love in every stranger took too much to ease the anger all for you yeah all for you ive been running through the jungle ive been crying with the wolves to get to you to get to you to get to you to get to you to get to you ive been running through the jungle ive been running with the wolves to get to you to get to you ive been down the darkest alleys saw the dark side of the moon to get to you to get to you ive looked for love in every stranger took too much to ease the anger all for you yeah all for you ive been running through the jungle ive been crying with the wolves to get to you to get to you to get to you ,0,0,1,No reference,,,"get to you ive looked for love in every stranger took too much, theres a heavy blue one to love and one to lose sweet divine, in your eyes theres a heavy blue one to love"
2018,63,Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",mixed, my bitch drive a all white range couldnt hit it if you niggas had aim lames cant call and you a lame you had it then you lost it hall of shame i can buy a bentley dont talk to me for a show 150 dont talk to me you aint never helped your mans dont talk to me you just follow all the trends dont talk to me ayy i set the bar im the fuckin bar look in the sky im a fuckin star i dont fall in love cause i be lovin hard do everything like my shirt extra large i dont care how i crash a ghost got two cribs in two states i be doing the most i got whitefolks money that i wont blow and if you ask why cause the white folks dont big bank take lil bank bank big bank take lil bank bank type of money you gon need a safe type of money you gon need a bank from the hood this type of money make you stay awake type of money she gon let you put it in her face big bank take lil bank bank yeahhhhh big bank take lil bank bank everything proper no propaganda tropicana goyard bandana big sack a lotta hoes like santa threw a birthday party in a phantom big shit like a dinosaur did it and you know tity shinin like acrylic yeah i sold dope i had cornrows i can you see niggas hatin with the door closed now im lookin for a glove with the sparkle on it and my cbd got chocolate on it big bank take smallass shit bank account on some tallass shit attitude on some fuck you too bankroll on what it do boo meet me at the room at five and if i aint did it yet ill try big bank take lil bank bank big bank take lil bank bank type of money you gon need a safe type of money you gon need a bank from the hood its type of money make you stay awake type of money she gon let you put it in her face big bank take lil bank bank big bank take lil bank bank she said whatchu gon do if i leave i said bitch ima do me big bitch everything zoomed in zoom big bag on me lookin like im movin in god got my foot in the door and we still here here im a first generation millionaire here i broke the curse in my family not having shit im passionate like girls thats after more than just cash and dick feed me to the wolves now i lead the pack and shit you boys all cap im more colin kaepernick im rare as affordable health care oh god or going to wealth from welfare goddamn i turn my ws to ms yeah i flip those i might buy her red bottoms with the crypto three coins thatll pay ya whole semester swerve swerve but you gotta ride it better than a tesla big bank take lil bank bank lil bitch big bank take lil bank bank type of money you gon need a safe type of money you gon need a bank from the hood its type of money make you stay awake type of money she gon let you put it in her face big bank take lil bank bank big bank take lil bank bank uhoh back again back to back maybach stack the ms told em i met slim shady bagged a em once he go black hell be back again tell them hoes that its crunch time abdomen yes i cop mad chanel and mad given she did it again imagine them bout to make these bum bitches mad again uhoh back to them i lead the pack so my backs to them yup the queens back whats happenin rerun bout to make these bitches rap again uh diamond chains on my ankle young money in the cut like a shank though tell tip rubber bands in my bankroll show my ass like a stank ho big bank take lil bank big bank take lil bank type of money you gon need a safe type of money you gon need a bank from the hood its type of money make you stay awake type of money she gon let you put it in her face big bank take lil bank bank big bank take lil bank bank ,1,1,1,Masc & fem reference,"big bank take lil bank bank she said whatchu gon do if i, not having shit im passionate like girls thats after more than just cash, cop mad chanel and mad given she did it again imagine them bout, hell be back again tell them hoes that its crunch time abdomen yes, goyard bandana big sack a lotta hoes like santa threw a birthday party, i flip those i might buy her red bottoms with the crypto three, you stay awake type of money she gon let you put it in","lead the pack and shit you boys all cap im more colin kaepernick, slim shady bagged a em once he go black hell be back again","fuckin star i dont fall in love cause i be lovin hard do, after more than just cash and dick feed me to the wolves now"
2018,8,The Middle,"Zedd, Maren Morris & Grey",mixed, take a seat right over there sat on the stairs stay or leave the cabinets are bare and im unaware of just how we got into this mess got so aggressive i know we meant all good intentions so pull me closer why dont you pull me close why dont you come on over i cant just let you go oh baby why dont you just meet me in the middle im losing my mind just a little so why dont you just meet me in the middle in the middle baby why dont you just meet me in the middle im losing my mind just a little so why dont you just meet me in the middle in the middle ohh take a step back for a minute into the kitchen floors are wet and taps are still runnin dishes are broken how did we get into this mess got so aggressive i know we meant all good intentions so pull me closer why dont you pull me close why dont you come on over i cant just let you go oh baby why dont you just meet me in the middle im losing my mind just a little so why dont you just meet me in the middle in the middle lookin at you i cant lie just pourin out admission regardless of my objection oh oh and its not about my pride i need you on my skin just come over pull me in just oh baby why dont you just meet me in the middle im losing my mind just a little so why dont you just meet me in the middle in the middle no no baby why dont you just meet me in the middle oh yeah im losing my mind just a little so why dont you just meet me in the middle oh in the middle babyyy why dont you just meet me in the middle baby im losing my mind just a little so why dont you just meet me in the middle middle in the middle middle ,0,0,1,No reference,,,"over pull me in just oh baby why dont you just meet me, in the middle in the middle baby why dont you just meet me, cant just let you go oh baby why dont you just meet me, middle in the middle no no baby why dont you just meet me, just meet me in the middle baby im losing my mind just a"
2018,20,No Tears Left To Cry,Ariana Grande,woman, right now im in a state of mind i wanna be in like all the time aint got no tears left to cry so im pickin it up pickin it up im lovin im livin im pickin it up im pickin it up pickin it up im lovin im livin im pickin it up oh yeah im pickin it up yeah pickin it up yeah lovin im livin so we turnin up yeah we turnin it up aint got no tears in my body i ran out but boy i like it i like it i like it dont matter how what where who tries it we out here vibin we vibin we vibin comin out even when its rainin down cant stop now cant stop so shut your mouth shut your mouth and if you dont know then now you know it babe know it babe yeah right now im in a state of mind i wanna be in like all the time aint got no tears left to cry so im pickin it up pickin it up oh yeah im lovin im livin im pickin it up oh i just want you to come with me were on another mentality aint got no tears left to cry to cry so im pickin it up pickin it up oh yeah im lovin im livin im pickin it up pickin it up yeah pickin it up yeah lovin im livin so we turnin up we turnin it up yeah we turnin it up they point out the colors in you i see em too and boy i like em i like em i like em were way too fly to partake in all this hate we out here vibin we vibin we vibin comin out even when its rainin down cant stop now cant stop so shut your mouth shut your mouth and if you dont know then now you know it babe know it babe yeah right now im in a state of mind i wanna be in like all the time aint got no tears left to cry so im pickin it up pickin it up oh yeah im lovin im livin im pickin it up oh i just want you to come with me were on another mentality aint got no tears left to cry to cry so im pickin it up pickin it up oh yeah im lovin im livin im pickin it up comin out even when its rainin down cant stop now hmm oh shut your mouth aint got no tears left to cry ohyeah oh yeah oh i just want you to come with me with me were on another mentality aint got no tears left to cry cry so im pickin it up pickin it up oh yeah im lovin im livin im pickin it up pickin it up pickin it up lovin im livin so we turnin up yeah we turnin it up ,0,1,1,Opposite-gender,,"my body i ran out but boy i like it i like it, you i see em too and boy i like em i like em","aint got no tears in my body i ran out but boy i, know then now you know it babe know it babe yeah right now"
2018,62,God Is A Woman,Ariana Grande,woman, you you love it how i move you you love it how i touch you my one when all is said and done youll believe god is a woman and i i feel it after midnight a feelin that you cant fight my one it lingers when were done youll believe god is a woman i dont wanna waste no time yeah you aint got a onetrack mind yeah have it any way you like yeah and i can tell that you know i know how i want it aint nobody else can relate boy i like that you aint afraid baby lay me down and lets pray im tellin you the way i like it how i want it yeah and i can be all the things you told me not to be yeah when you try to come for me i keep on flourishing yeah and he see the universe when im the company its all in me you you love it how i move you you love it how i touch you my one when all is said and done youll believe god is a woman and i i feel it after midnight a feelin that you cant fight my one it lingers when were done youll believe god is a woman yeah i tell you all the things you should know so baby take my hands save your soul we can make it last take it slow hmm and i can tell that you know i know how i want it yeah but youre different from the rest and boy if you confess you might get blessed see if you deserve what comes next im tellin you the way i like it how i want it yeah and i can be all the things you told me not to be yeah when you try to come for me i keep on flourishing yeah and he see the universe when im the company its all in me you you love it how i move you you love it how i touch you my one when all is said and done youll believe god is a woman and i i feel it after midnight a feelin that you cant fight my one it lingers when were done youll believe god is a woman yeah yeah god is a woman yeah yeah god is a woman yeah my one one when all is said and done youll believe god is a woman youll believe god god is a woman oh yeah god is a woman yeah one it lingers when were done youll believe god is a woman ,1,1,1,Masc & fem reference,"done youll believe god is a woman i dont wanna waste no time, done youll believe god is a woman yeah i tell you all the, woman oh yeah god is a woman yeah one it lingers when were, done youll believe god is a woman and i i feel it after, done youll believe god is a woman youll believe god god is a, done youll believe god is a woman yeah yeah god is a woman, lingers when were done youll believe god is a woman","youre different from the rest and boy if you confess you might get, i keep on flourishing yeah and he see the universe when im the, it aint nobody else can relate boy i like that you aint afraid","it how i move you you love it how i touch you my, you you love it how i move you you love, i like that you aint afraid baby lay me down and lets pray, the things you should know so baby take my hands save your soul, its all in me you you love it how i move you you"
2018,18,Never Be The Same,Camila Cabello,woman, somethin mustve gone wrong in my brain got your chemicals all in my veins feelin all the highs feelin all the pain let go of the wheel thats the bullet lane now im seein red not thinkin straight blurrin all the lines you intoxicate me just like nicotine heroin morphine suddenly im a fiend and youre all i need all i need yeah youre all i need its you babe and im a sucker for the way that you move babe and i could try to run but it would be useless youre to blame just one hit of you i knew ill never be the same its you babe and im a sucker for the way that you move babe and i could try to run but it would be useless youre to blame just one hit of you i knew ill never ever ever be the same ill never be the same ill never be the same ill never be the same sneakin in la when the lights are low off of one touch i could overdose you said stop playin it safe girl i wanna see you lose control just like nicotine heroin morphine suddenly im a fiend and youre all i need all i need yeah youre all i need its you babe and im a sucker for the way that you move babe and i could try to run but it would be useless youre to blame just one hit of you i knew ill never be the same its you babe and im a sucker for the way that you move babe and i could try to run but it would be useless youre to blame just one hit of you i knew ill never ever ever be the same ill never be the same ill never be the same ill never be the same youre in my blood youre in my veins youre in my head i blame youre in my blood youre in my veins youre in my head im sayin its you babe and im a sucker for the way that you move babe and i could try to run but it would be useless youre to blame youre to blame just one hit of you i knew ill never be the same ill never be the its you babe and im a sucker for the way that you move babe and i could try to run but it would be useless youre to blame just one hit of you i knew ill never ever ever be the same ,1,0,1,Same-gender,you said stop playin it safe girl i wanna see you lose control,,"never be the same its you babe and im a sucker for the, my head im sayin its you babe and im a sucker for the, youre all i need its you babe and im a sucker for the, ill never be the its you babe and im a sucker for the, lights are low off of one touch i could overdose you said stop"
2018,59,Be Careful,Cardi B,woman, yeah care for me care for me care for me uh yeah look i wanna get married like the currys steph and ayesha shit but we more like bellytommy and keisha shit gave you tlc you wanna creep and shit poured out my whole heart to a piece of shit man i thought you wouldve learned your lesson bout likin pictures not returnin texts i guess its fine man i get the message you still stutter after certain questions you keep in contact with certain exes do you though trust me nigga its cool though said that you was workin but you out here chasin culo and putas chillin poolside livin two lives i couldve did what you did to me to you a few times but if i did decide to slide find a nigga fuck him suck his dick you wouldve been pissed but thats not my mo im not that type of bitch and karma for you is gon be who you end up with you make me sick nigga the only man baby i adore i gave you everything whats mine is yours i want you to live your life of course but i hope you get what you dyin for be careful with me do you know what you doin whose feelings that youre hurtin and bruisin you gon gain the whole world but is it worth the girl that youre losin be careful with me yeah its not a threat its a warnin be careful with me yeah my heart is like a package with a fragile label on it be careful with me care for me care for me always said that youd be there for me there for me boy you better treat me carefully carefully look i was here before all of this guess you actin out now you got an audience tell me where your mind is drop a pin whats the coordinates you might have a fortune but you lose me you still gon be misfortunate nigga tell me this lust got you this fucked up in the head you want some random bitch up in your bed she dont even know your middle name watch her cause she might steal your chain you dont want someone who loves you instead i guess not though its blatant disrespect you nothin like the nigga i met talk to me crazy and you quick to forget you even got me trippin you got me lookin in the mirror different thinkin im flawed because you inconsistent between a rock and a hard place the mud and the dirt its gon hurt me to hate you but lovin yous worse it all stops so abrupt we started switchin it up teach me to be like you so i can not give a fuck free to mess with someone else i wish these feelings could melt cause you dont care about a thing except your mothafuckin self you make me sick nigga the only man baby i adore i gave you everything whats mine is yours i want you to live your life of course but i hope you get what you dyin for be careful with me do you know what you doin whose feelings that youre hurtin and bruisin you gon gain the whole world but is it worth the girl that youre losin be careful with me yeah its not a threat its a warnin be careful with me yeah my heart is like a package with a fragile label on it be careful with me ,1,1,1,Masc & fem reference,"world but is it worth the girl that youre losin be careful with, random bitch up in your bed she dont even know your middle name","returnin texts i guess its fine man i get the message you still, there for me there for me boy you better treat me carefully carefully, heart to a piece of shit man i thought you wouldve learned your, make me sick nigga the only man baby i adore i gave you, to slide find a nigga fuck him suck his dick you wouldve been","a nigga fuck him suck his dick you wouldve been pissed but thats, me sick nigga the only man baby i adore i gave you everything, and shit poured out my whole heart to a piece of shit man, be careful with me yeah my heart is like a package with a"
2018,16,New Rules,Dua Lipa,woman, one one one one one talkin in my sleep at night makin myself crazy out of my mind out of my mind wrote it down and read it out hopin it would save me too many times too many times my love he makes me feel like nobody else nobody else but my love he doesnt love me so i tell myself i tell myself one dont pick up the phone you know hes only callin cause hes drunk and alone two dont let him in youll have to kick him out again three dont be his friend you know youre gonna wake up in his bed in the morning and if youre under him you aint gettin over him i got new rules i count em i got new rules i count em i gotta tell them to myself i got new rules i count em i gotta tell them to myself i keep pushin forwards but he keeps pullin me backwards nowhere to turn no way nowhere to turn no now im standin back from it i finally see the pattern i never learn i never learn but my love he doesnt love me so i tell myself i tell myself i do i do i do one dont pick up the phone you know hes only callin cause hes drunk and alone two dont let him in youll have to kick him out again three dont be his friend you know youre gonna wake up in his bed in the morning and if youre under him you aint gettin over him i got new rules i count em i got new rules i count em i gotta tell them to myself i got new rules i count em i gotta tell them to myself practice makes perfect im still tryna learn it by heart i got new rules i count em eat sleep and breathe it rehearse and repeat it cause i i got new one dont pick up the phone yeah you know hes only callin cause hes drunk and alone alone two dont let him in uhooh youll have to kick him out again again three dont be his friend you know youre gonna wake up in his bed in the morning and if youre under him you aint gettin over him i got new rules i count em i got new rules i count em whoaooh whoaooh whoa i gotta tell them to myself i got new rules i count em baby you know i count em i gotta tell them to myself dont let him in dont let him in dont dont dont dont dont be his friend dont be his friend dont dont dont dont dont let him in dont let him in dont dont dont dont dont be his friend dont be his friend dont dont dont dont youre gettin over him ,0,1,1,Opposite-gender,,"know youre gonna wake up in his bed in the morning and if, times too many times my love he makes me feel like nobody else, in uhooh youll have to kick him out again again three dont be, him in youll have to kick him out again three dont be his, i never learn but my love he doesnt love me so i tell, up the phone yeah you know hes only callin cause hes drunk and, dont be his friend dont be his friend dont dont dont dont dont, myself i keep pushin forwards but he keeps pullin me backwards nowhere to, tell them to myself dont let him in dont let him in dont, pick up the phone you know hes only callin cause hes drunk and, his friend dont dont dont dont youre gettin over him, under him you aint gettin over him i got new rules i count, dont dont dont dont dont be his friend dont be his friend dont","im still tryna learn it by heart i got new rules i count, else but my love he doesnt love me so i tell myself i, learn i never learn but my love he doesnt love me so i, many times too many times my love he makes me feel like nobody, got new rules i count em baby you know i count em i"
2018,98,IDGAF,Dua Lipa,woman, you call me all friendly tellin me how much you miss me thats funny i guess youve heard my songs well im too busy for your business go find a girl who wants to listen cause if you think i was born yesterday you have got me wrong so i cut you off i dont need your love cause i already cried enough ive been done ive been movin on since we said goodbye i cut you off i dont need your love so you can try all you want your time is up ill tell you why you say youre sorry but its too late now so save it get gone shut up cause if you think i care about you now well boy i dont give a fuck i remember that weekend when my best friend caught you creepin you blamed it all on the alcohol so i made my decision cause you made your bed sleep in it play the victim and switch your position im through im done so i cut you off i dont need your love cause i already cried enough ive been done ive been movin on since we said goodbye i cut you off i dont need your love so you can try all you want your time is up ill tell you why you say youre sorry but its too late now so save it get gone shut up cause if you think i care about you now well boy i dont give a fuck i see you tryna get to me i see you beggin on your knees boy i dont give a fuck so stop tryna get to me tch get up off your knees cause boy i dont give a fuck about you no i dont give a damn you keep reminiscin on when you were my man but im over you now youre all in the past you talk all that sweet talk but i aint comin back cut you off i dont need your love so you can try all you want your time is up ill tell you why ill tell you why you say youre sorry but its too late now so save it get gone shut up too late now cause if you think i care about you now well boy i dont give a fuck boy i dont give a i see you tryna get to me i see you beggin on your knees boy i dont give a fuck so stop tryna get to me get to me tch get up off your knees cause boy i dont give a fuck ,1,1,1,Masc & fem reference,for your business go find a girl who wants to listen cause if,"i care about you now well boy i dont give a fuck boy, see you beggin on your knees boy i dont give a fuck so, reminiscin on when you were my man but im over you now youre, i care about you now well boy i dont give a fuck i, off your knees cause boy i dont give a fuck, get up off your knees cause boy i dont give a fuck about","you off i dont need your love so you can try all you, you off i dont need your love cause i already cried enough ive"
2018,15,Boo'd Up,Ella Mai,woman, yeah yeah yeah yeah feelings so deep in my feelings no this aint really like me cant control my anxiety feeling like im touching the ceiling when im with you i cant breathe boy you do something to me ooh no ill never get over you until i find something new that get me high like you do yeah yeah ooh no ill never get over you until i find something new that get me high like you do listen to my heart go bado bood up biddydado bood up hear my heart go bado bood up biddydado it just wont stop it go bado bood up biddydado bood up hear my heart go bado bood up biddydado it just wont stop it go oh how many ways can i say that i need you baby its true i think i might die without you feeling all over my body you know how i like it aint gotta tell you what to do yeah yeah ooh no ill never get over you until i find something new that get me high like you do yeah yeah ooh no ill never get over you until i find something new that get me high like you do listen to my heart go bado bood up biddydado bood up hear my heart go bado bood up biddydado it just wont stop it go bado bood up biddydado bood up hear my heart go bado bood up biddydado it just wont stop it go head over heels in love right in front of you aint gotta look no more baby hah i wanna build this love and everything you want you aint gotta ask for you got me bood up bood up bood up bood up told you from the jump id only choose ya ya got me bood up bood up bood up bood up grab me by the waist baby pull me closer yeah ooh no ill never get over you until i find something new that get me high like you do yeah yeah ooh no ill never get over you until i find something new yeah baby that get me high like you do listen to my heart go bado bood up ooh bood biddydado bood up hear my heart go bado bood up bado bood up biddydado it just wont stop it go bado bood up biddydado bood up hear my heart go bado bood up biddydado it just wont stop it go ,0,1,1,Opposite-gender,,im with you i cant breathe boy you do something to me ooh,"i say that i need you baby its true i think i might, up biddydado bood up hear my heart go bado bood up biddydado it, it go head over heels in love right in front of you aint, bood biddydado bood up hear my heart go bado bood up bado bood, like you do listen to my heart go bado bood up biddydado bood, up grab me by the waist baby pull me closer yeah ooh no, baby hah i wanna build this love and everything you want you aint, without you feeling all over my body you know how i like it, until i find something new yeah baby that get me high like you"
2018,92,Trip,Ella Mai,woman, ooh yeah yeah i put my feelings on safety so i dont go shootin where your heart be cause you take the bullet tryna save me then im left to deal with makin you bleed and thats a whole lotta love aint tryna waste it like we be runnin a mile to never make it thats just too bitter for worse dont wanna taste it thats just too bitter for worse dont wanna face it but i think that im done trippin im triptrippin ive been sippin thats how i control this feelin you keep givin you keep on hittin it ooh oh maybe its your love its too good to be true baby boy your love got me trippin on you you know your love is big enough make me trip up on you yeah its big enough got me trippin on you triptrippin on you my bad my bad for trippin on you trippin on you my bad my bad for trippin on you trippin on you boy you know we cool when i aint waitin but i act a fool when i dont get it and im steady bruisin just to save this but i tripped on your love now im addicted and thats a whole lotta love aint tryna waste it like we be runnin a mile to never make it thats just too bitter for worse dont wanna taste it thats just too bitter for worse dont wanna face it but i think that im done trippin im triptrippin ive been sippin thats how i control this feelin you keep givin you keep on hittin it ooh oh maybe its your love its too good to be true baby boy your love got me trippin on you you know your love is big enough make me trip up on you yeah its big enough got me trippin on you triptrippin on you my bad my bad for trippin on you trippin on you trippin on you my bad my bad for trippin on you trippin on you trippin on you thats some kind of love baby drip drip thats the type of love make me trip trip trippin on you its big enough make me drip drip its big enough got me trip trip trippin on you im done trippin im triptrippin ive been sippin thats how i control this feelin you keep givin you keep on hittin it ooh oh maybe its your love its too good to be true baby boy your love got me trippin on you you know your love is big enough make me trip up on you yeah its big enough got me trippin on you triptrippin on you my bad my bad for trippin on you my bad my bad my bad trippin on you yeah my bad my bad for trippin on you trippin on you trippin on you baby my bad my bad for trippin on you trippin on you said i admit i was wrong when i did it my bad my bad my bad for trippin on you trippin on you trippin on you trippin on you yeah yeah ooh yeah yeah ,0,1,1,Opposite-gender,,"too good to be true baby boy your love got me trippin on, trippin on you trippin on you boy you know we cool when i","bleed and thats a whole lotta love aint tryna waste it like we, i dont go shootin where your heart be cause you take the bullet, trippin on you you know your love is big enough make me trip, this but i tripped on your love now im addicted and thats a, it ooh oh maybe its your love its too good to be true, on you thats some kind of love baby drip drip thats the type, trippin on you trippin on you baby my bad my bad for trippin"
2018,27,Bad At Love,Halsey,woman, got a boy back home in michigan and he tastes like jack when im kissing him so i told him that i never really liked his friends now hes gone and hes calling me a bitch again theres a guy that lives in the garden state and he told me that wed make it til we graduate so i told him that the music would be worth the wait but he wants me in the kitchen with a dinner plate i believe i believe i believe i believe that were meant to be but jealousy jealousy jealousy jealousy get the best of me look i dont mean to frustrate but i always make the same mistakes yeah always make the same mistakes cause im bad at love oohooh but you cant blame me for tryin you know id be lyin sayin you were the one oohooh that could finally fix me lookin at my history im bad at love got a girl with california eyes and i thought that she could really be the one this time but i never got the chance to make her mine because she fell in love with little thin white lines london girl with an attitude we never told no one but we look so cute both got way better things to do but i always think about it when im riding through i believe i believe i believe i believe that im in too deep and jealousy jealousy jealousy jealousy get the best in me look i dont mean to frustrate but i always make the same mistakes yeah always make the same mistakes cause im bad at love oohooh but you cant blame me for tryin you know id be lyin sayin you were the one oohooh that could finally fix me lookin at my history im bad at love oh you know you know you know you know im bad at love oohooh im bad at love oohooh i know that youre afraid im gonna walk away each time the feeling fades each time the feeling fades i know that youre afraid im gonna walk away each time the feeling fades you know im bad at love oohooh but you cant blame me for tryin you know id be lyin sayin you were the one oohooh that could finally fix me lookin at my history im bad at love oohooh oh you know you know you know you know im bad at love oohooh oh oh ,1,1,1,Masc & fem reference,"with little thin white lines london girl with an attitude we never told, never got the chance to make her mine because she fell in love, im bad at love got a girl with california eyes and i thought","til we graduate so i told him that the music would be worth, got a boy back home in michigan and he tastes, me a bitch again theres a guy that lives in the garden state, him that i never really liked his friends now hes gone and hes, boy back home in michigan and he tastes like jack when im kissing","fades you know im bad at love oohooh but you cant blame me, at my history im bad at love got a girl with california eyes, her mine because she fell in love with little thin white lines london, he tastes like jack when im kissing him so i told him that, at my history im bad at love oh you know you know you, know you know im bad at love oohooh im bad at love oohooh, at my history im bad at love oohooh oh you know you know, know you know im bad at love oohooh oh oh, same mistakes cause im bad at love oohooh but you cant blame me"
2018,41,Back To You,Selena Gomez,woman, took you like a shot thought that i could chase you with a cold evenin let a couple years water down how im feelin about you feelin about you and every time we talk every single word builds up to this moment and i gotta convince myself i dont want it even though i do even though i do you could break my heart in two but when it heals it beats for you i know its forward but its true i wanna hold you when im not supposed to when im lyin close to someone else youre stuck in my head and i cant get you out of it if i could do it all again i know id go back to you i know id go back to you oh i know id go back to you we never got it right playin and replayin old conversations overthinkin every word and i hate it cause its not me cause its not me cause its not me and whats the point in hidin everybody knows we got unfinished business and ill regret it if i didnt say this isnt what it could be isnt what it could be you could break my heart in two but when it heals it beats for you i know its forward but its true i wanna hold you when im not supposed to when im lyin close to someone else youre stuck in my head and i cant get you out of it if i could do it all again i know id go back to you i know id go back to you i know id go back to you id go back to you id go back to you i know i said i wasnt sure but id go back to you i know id go back to you you can break my heart in two but when it heals it beats for you i know its forward but its true wont lie id go back to you you know my thoughts are runnin loose its just a thing you make me do and i could fight but whats the use i know id go back to you i wanna hold you when im not supposed to when im lyin close to someone else youre stuck in my head and i cant get you out of it if i could do it all again i know id go back to you ill go back to you ill go back to you i know id go back to you id go back to you id go back to you i know id go back to you go back to you go back to you go back to you go back to you go back to you go back to you ,0,0,1,No reference,,,"i do you could break my heart in two but when it heals, could be you could break my heart in two but when it heals, to you you can break my heart in two but when it heals"
2018,24,Delicate,Taylor Swift,woman, this aint for the best my reputations never been worse so you must like me for me we cant make any promises now can we babe but you can make me a drink dive bar on the east side where you at phone lights up my nightstand in the black come here you can meet me in the back dark jeans and your nikes look at you oh damn never seen that color blue just think of the fun things we could do cause i like you this aint for the best my reputations never been worse so you must like me for me yeah i want you we cant make any promises now can we babe but you can make me a drink is it cool that i said all that is it chill that youre in my head cause i know that its delicate delicate is it cool that i said all that is it too soon to do this yet cause i know that its delicate isnt it isnt it isnt it isnt it isnt it isnt it isnt it isnt it delicate third floor on the west side me and you handsome youre a mansion with a view do the girls back home touch you like i do long night with your hands up in my hair echoes of your footsteps on the stairs stay here honey i dont wanna share cause i like you this aint for the best my reputations never been worse so you must like me for me yeah i want you we cant make any promises now can we babe but you can make me a drink is it cool that i said all that is it chill that youre in my head cause i know that its delicate delicate is it cool that i said all that is it too soon to do this yet cause i know that its delicate isnt it isnt it isnt it isnt it isnt it isnt it isnt it isnt it delicate sometimes i wonder when you sleep are you ever dreaming of me sometimes when i look into your eyes i pretend youre mine all the damn time cause i like you is it cool that i said all that is it chill that youre in my head cause i know that its delicate delicate yeah i want you is it cool that i said all that is it too soon to do this yet cause i know that its delicate delicate cause i like you is it cool that i said all that isnt it isnt it isnt it isnt it is it chill that youre in my head isnt it isnt it isnt it isnt it cause i know that its delicate isnt it isnt it isnt it isnt it yeah i want you is it cool that i said all that isnt it isnt it isnt it isnt it is it too soon to do this yet isnt it isnt it isnt it cause i know that its delicate isnt it delicate ,1,0,1,Same-gender,mansion with a view do the girls back home touch you like i,,"view do the girls back home touch you like i do long night, make any promises now can we babe but you can make me a"
